id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66
lax79,867,114,15342,1068.0,694.0,4347.0,113.0,20022.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t7fih,131,709,23290,906.0,611.0,1990.0,621.0,164.0,17762.0,2613.0,1126.0,102.0,887.0,606.0,836.0,109.0,102.0,10795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2iz0,4491,1012,833,694.0,929.0,108.0,21606.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
l7bem,20242,8534,14151,1749.0,12516.0,5451.0,4521.0,2669.0,102.0,17980.0,977.0,103.0,907.0,603.0,1433.0,709.0,4535.0,621.0,164.0,889.0,102.0,20022.0,1059.0,103.0,1195.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r0tla,929,105,1012,105.0,20278.0,977.0,103.0,867.0,105.0,775.0,105.0,17980.0,995.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ua798,929,905,105,4073.0,606.0,4347.0,105.0,905.0,2953.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
k03sq,10477,697,1159,102.0,15881.0,995.0,606.0,836.0,1159.0,102.0,17980.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w8v1a,164,889,102,21606.0,1071.0,103.0,164.0,17762.0,2613.0,102.0,21355.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rh2qa,760,1593,8615,102.0,15342.0,1080.0,103.0,760.0,1593.0,8615.0,102.0,21040.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bwwkd,685,2207,8615,102.0,15881.0,977.0,103.0,760.0,1165.0,102.0,17980.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ho2at,1076,658,3316,7943.0,105.0,905.0,105.0,2578.0,822.0,12516.0,5451.0,4521.0,2669.0,105.0,992.0,105.0,4347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ytfqc,23070,681,606,822.0,607.0,1489.0,3387.0,1080.0,604.0,4731.0,102.0,603.0,5020.0,709.0,4232.0,611.0,17538.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amis8,685,1464,105,15342.0,1059.0,735.0,685.0,2207.0,8615.0,105.0,20022.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cheuq,20022,977,103,21355.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibjxx,609,1433,709,25824.0,613.0,4491.0,867.0,2640.0,605.0,822.0,613.0,110.0,1195.0,989.0,104.0,8743.0,751.0,2475.0,1371.0,607.0,155.0,7513.0,102.0,603.0,15638.0,709.0,4212.0,606.0,775.0,775.0,2640.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z31n7,1076,658,621,4129.0,1127.0,881.0,694.0,775.0,867.0,21040.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
soqfq,685,1464,105,21355.0,1080.0,103.0,760.0,1593.0,8615.0,105.0,17980.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7k90,10477,697,15881,1080.0,103.0,12516.0,1143.0,20022.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kh94m,111,107,17980,1104.0,103.0,867.0,1455.0,17980.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y5za1,685,2207,8615,105.0,946.0,735.0,685.0,2207.0,8615.0,105.0,21355.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f53qv,1076,658,621,1126.0,113.0,1117.0,694.0,1126.0,113.0,21040.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o1oov,609,1433,709,25824.0,613.0,4507.0,929.0,3889.0,605.0,15581.0,613.0,115.0,1265.0,906.0,104.0,909.0,603.0,1433.0,610.0,7088.0,611.0,751.0,1755.0,102.0,603.0,15638.0,709.0,629.0,12926.0,618.0,4073.0,1052.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mad48,867,907,20022,1071.0,606.0,929.0,4347.0,21040.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tqfeh,609,1433,1338,621.0,992.0,4037.0,979.0,605.0,1009.0,1371.0,613.0,3231.0,4507.0,1159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tovkt,760,1593,8615,105.0,20278.0,1080.0,735.0,760.0,1593.0,8615.0,105.0,17980.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vycuu,867,1072,15342,1068.0,694.0,4347.0,907.0,20022.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dzx8r,1076,658,3316,760.0,1165.0,105.0,111.0,105.0,4899.0,822.0,12516.0,5451.0,105.0,4507.0,105.0,1126.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
liuge,760,1165,102,21355.0,975.0,103.0,10477.0,697.0,102.0,15342.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ry6u9,760,1165,105,992.0,105.0,15342.0,977.0,103.0,7943.0,105.0,4004.0,105.0,20022.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kuwwt,836,105,21606,975.0,103.0,685.0,1464.0,105.0,21606.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rjzt5,929,105,110,105.0,21355.0,1104.0,735.0,929.0,105.0,989.0,105.0,15342.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qfgwr,760,1165,105,21606.0,977.0,735.0,7943.0,105.0,15342.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jooxf,1001,1243,108,4275.0,1101.0,1012.0,775.0,102.0,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crou5,10477,697,102,17980.0,1080.0,103.0,685.0,2207.0,8615.0,102.0,20022.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zberg,1076,658,621,4004.0,1455.0,15342.0,1080.0,694.0,775.0,1126.0,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vux9h,3542,709,1338,621.0,107.0,1244.0,2883.0,606.0,867.0,867.0,976.0,102.0,607.0,1192.0,603.0,1433.0,760.0,9044.0,618.0,751.0,2475.0,102.0,603.0,3752.0,7508.0,4498.0,1736.0,604.0,603.0,1433.0,709.0,6532.0,618.0,4766.0,1027.0,1052.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgg07,7943,1243,102,1081.0,24438.0,697.0,1068.0,5289.0,760.0,1593.0,8615.0,929.0,102.0,21606.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hlp9h,7943,102,17980,1071.0,103.0,760.0,1165.0,102.0,946.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ibsuc,10477,697,105,8351.0,103.0,836.0,105.0,21606.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iuieu,10477,697,105,906.0,105.0,906.0,694.0,760.0,1165.0,105.0,929.0,105.0,4167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5gf7,1076,658,2971,164.0,4154.0,907.0,102.0,1130.0,735.0,106.0,4822.0,775.0,102.0,1357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3ikk,609,1433,1338,621.0,4359.0,112.0,114.0,605.0,1009.0,1371.0,613.0,1353.0,4129.0,907.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ipz25,836,105,20022,977.0,103.0,760.0,1165.0,105.0,21606.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
z9cxu,929,105,1042,105.0,21606.0,1080.0,735.0,929.0,105.0,1126.0,105.0,15881.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f6035,760,1593,8615,105.0,1004.0,735.0,760.0,1165.0,105.0,15881.0,975.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n3dw9,609,1433,1338,621.0,989.0,110.0,1195.0,605.0,1009.0,1371.0,613.0,4311.0,775.0,4129.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oqdb2,630,913,614,603.0,5030.0,102.0,912.0,4835.0,610.0,4033.0,611.0,114.0,1042.0,1126.0,104.0,3687.0,606.0,16989.0,4365.0,102.0,912.0,2082.0,709.0,629.0,14296.0,618.0,20022.0,975.0,1052.0,104.0,758.0,907.0,701.0,621.0,843.0,1052.0,102.0,912.0,1433.0,709.0,935.0,606.0,626.0,822.0,104.0,,,,,,,,,,,,,,,,,,,,,
j4f8w,20022,1045,103,21040.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xlmim,760,1593,8615,105.0,1004.0,103.0,7943.0,105.0,21606.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cenfz,685,2207,8615,113.0,102.0,1357.0,24438.0,20645.0,161.0,824.0,836.0,107.0,102.0,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w0n97,836,105,15342,975.0,103.0,685.0,2207.0,8615.0,105.0,20278.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t1hra,929,105,1195,105.0,15881.0,1071.0,735.0,867.0,105.0,112.0,105.0,15342.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hbgy8,760,1165,4507,102.0,15342.0,975.0,24438.0,697.0,975.0,685.0,1464.0,4037.0,102.0,21355.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
taxqw,111,109,105,3362.0,606.0,929.0,105.0,1455.0,3889.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lp9iq,12516,5451,4521,2669.0,102.0,978.0,103.0,760.0,1165.0,102.0,20278.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zzl9a,760,1165,105,15881.0,1080.0,103.0,760.0,1593.0,8615.0,105.0,17980.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
awker,20278,1045,103,4306.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
avaw4,111,105,4347,105.0,881.0,103.0,867.0,105.0,111.0,105.0,887.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oat85,20242,8534,14151,1749.0,760.0,1593.0,8615.0,102.0,15342.0,1027.0,103.0,4507.0,603.0,1433.0,709.0,4535.0,621.0,12516.0,5451.0,102.0,871.0,103.0,1455.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yrzlw,4491,1159,8351,694.0,867.0,979.0,833.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfzq0,836,105,21040,977.0,735.0,760.0,1593.0,8615.0,105.0,881.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3okz,760,1593,8615,105.0,867.0,105.0,21040.0,1080.0,103.0,685.0,2207.0,8615.0,105.0,992.0,105.0,20278.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yn5q1,23070,681,606,822.0,607.0,1489.0,3493.0,1027.0,604.0,3562.0,102.0,603.0,5020.0,709.0,4232.0,611.0,2602.0,1080.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m8yv4,23070,681,606,822.0,607.0,1489.0,21640.0,604.0,4899.0,102.0,603.0,5020.0,709.0,4232.0,611.0,16629.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
w3hol,1076,658,8690,1749.0,621.0,115.0,107.0,15342.0,1068.0,694.0,929.0,1042.0,20022.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
t3ueh,111,1042,15881,1027.0,694.0,929.0,992.0,21606.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fkzv1,929,906,105,4539.0,606.0,109.0,105.0,4129.0,989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wpalx,164,889,102,21040.0,1068.0,103.0,836.0,102.0,1357.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
slb2b,784,900,4146,107.0,637.0,109.0,2883.0,4507.0,4347.0,103.0,1042.0,4004.0,1159.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
azf1i,1338,621,12516,1143.0,102.0,17980.0,1027.0,103.0,775.0,606.0,12516.0,5451.0,102.0,20022.0,1071.0,103.0,1455.0,12298.0,616.0,1356.0,709.0,1984.0,611.0,111.0,785.0,12516.0,1143.0,102.0,17980.0,1027.0,103.0,775.0,606.0,12516.0,5451.0,102.0,20022.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ou5gu,7955,621,4275,4347.0,1127.0,605.0,4542.0,735.0,109.0,905.0,112.0,102.0,642.0,1433.0,709.0,638.0,657.0,822.0,1736.0,927.0,606.0,109.0,906.0,4899.0,691.0,13308.0,3967.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r3bp8,630,15030,1693,613.0,12516.0,5451.0,907.0,2088.0,117.0,603.0,1433.0,709.0,814.0,611.0,4385.0,701.0,605.0,1353.0,1027.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
u3qbt,12516,5451,102,17980.0,1027.0,103.0,164.0,889.0,102.0,20022.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ubzl4,867,105,1126,105.0,17980.0,995.0,735.0,867.0,105.0,992.0,105.0,21606.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mpvgw,685,2207,8615,105.0,15342.0,995.0,735.0,685.0,1464.0,105.0,20278.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hrdxb,1338,621,760,1593.0,8615.0,102.0,21355.0,1104.0,103.0,115.0,606.0,685.0,2207.0,8615.0,102.0,886.0,103.0,4491.0,12298.0,616.0,1356.0,709.0,1984.0,611.0,111.0,785.0,760.0,1593.0,8615.0,102.0,21355.0,1104.0,103.0,115.0,606.0,685.0,2207.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6jqt,929,1455,20022,977.0,694.0,109.0,979.0,20278.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cw6rg,867,105,4129,105.0,21040.0,1027.0,103.0,929.0,105.0,992.0,105.0,21040.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
q87oj,2736,103,3493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y03dk,836,775,102,10795.0,7362.0,2621.0,166.0,685.0,2207.0,8615.0,103.0,906.0,102.0,1081.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ckovz,109,105,1159,105.0,21606.0,1071.0,735.0,4347.0,105.0,108.0,105.0,20022.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
s45oi,17980,1027,103,20278.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pc1i9,867,905,20022,977.0,103.0,867.0,1243.0,871.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
elo0d,685,1464,1455,102.0,1117.0,7362.0,2621.0,166.0,685.0,1464.0,103.0,976.0,102.0,20278.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fiuqi,2791,10140,3133,613.0,160.0,13581.0,4082.0,2613.0,1195.0,2088.0,117.0,603.0,659.0,14548.0,610.0,883.0,611.0,2640.0,701.0,605.0,20212.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hmd5v,1076,658,643,1725.0,3675.0,1001.0,685.0,2207.0,8615.0,1243.0,4465.0,1101.0,10477.0,697.0,110.0,102.0,929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r5m2k,621,164,8038,1243.0,102.0,1117.0,606.0,155.0,1143.0,11217.0,1455.0,102.0,17980.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hm6nd,7943,21606,1104,103.0,760.0,1593.0,8615.0,21355.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vwq5z,685,2207,8615,105.0,4187.0,105.0,989.0,694.0,685.0,2207.0,8615.0,105.0,907.0,105.0,867.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
j4wex,10477,697,905,20022.0,1045.0,103.0,10477.0,697.0,775.0,102.0,15881.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cv2am,760,1593,8615,1244.0,102.0,20278.0,1045.0,7362.0,2621.0,166.0,836.0,103.0,979.0,102.0,15881.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfq9l,4465,103,2913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kbj0n,12516,5451,4521,2669.0,105.0,1081.0,735.0,7943.0,105.0,15342.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
khmzp,10477,697,105,21355.0,1045.0,103.0,7943.0,105.0,17980.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tk4sm,784,900,4146,107.0,637.0,109.0,3362.0,4129.0,4491.0,103.0,4073.0,775.0,929.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m4php,784,900,4146,107.0,637.0,109.0,2883.0,110.0,107.0,103.0,4966.0,4129.0,989.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2kgr,4135,658,607,1489.0,23146.0,604.0,1469.0,102.0,603.0,5020.0,709.0,638.0,1076.0,611.0,4706.0,975.0,1777.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f655j,1076,658,643,1725.0,3675.0,1001.0,12516.0,1143.0,907.0,3114.0,1101.0,760.0,1165.0,1126.0,102.0,4385.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
o4rlr,1076,658,2971,164.0,889.0,1127.0,102.0,15342.0,977.0,735.0,12516.0,5451.0,4521.0,2669.0,1244.0,102.0,10795.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
izy2s,10477,697,105,15342.0,1027.0,735.0,836.0,105.0,15881.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rgihn,685,2207,8615,1081.0,103.0,685.0,2207.0,8615.0,20278.0,1027.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xegxd,760,1593,8615,21040.0,1068.0,103.0,12516.0,5451.0,21606.0,1068.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
jufid,685,2207,8615,929.0,102.0,17980.0,1027.0,24438.0,20645.0,161.0,824.0,10477.0,697.0,1072.0,102.0,886.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oud7f,1076,658,606,179.0,3115.0,775.0,867.0,606.0,179.0,2578.0,4129.0,1042.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vmnef,685,2207,8615,1130.0,103.0,685.0,2207.0,8615.0,20022.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frrpj,621,164,4154,683.0,4037.0,102.0,21606.0,1071.0,606.0,106.0,4822.0,108.0,102.0,21040.0,1071.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
n94me,630,15581,620,603.0,822.0,604.0,867.0,102.0,976.0,104.0,609.0,7179.0,610.0,883.0,606.0,2795.0,607.0,603.0,1743.0,604.0,10686.0,10909.0,704.0,102.0,4486.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hoz3c,760,1593,8615,4347.0,102.0,17980.0,1068.0,24438.0,697.0,975.0,836.0,906.0,102.0,15342.0,1080.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
qi8nz,1292,606,603,5030.0,102.0,912.0,4835.0,610.0,883.0,611.0,111.0,979.0,3362.0,104.0,3687.0,606.0,16989.0,1992.0,102.0,912.0,2082.0,709.0,629.0,7088.0,618.0,12491.0,1104.0,1052.0,104.0,758.0,4103.0,701.0,621.0,615.0,1736.0,102.0,912.0,1433.0,709.0,935.0,606.0,155.0,8700.0,104.0,,,,,,,,,,,,,,,,,,,,,,
t259d,760,1593,8615,21606.0,1080.0,103.0,685.0,1464.0,21606.0,1104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dlvea,784,900,4146,107.0,637.0,109.0,2032.0,4129.0,111.0,103.0,2088.0,775.0,1012.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
etnf9,760,1165,102,21355.0,1059.0,103.0,685.0,1464.0,102.0,15881.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aqn7u,929,102,1353,775.0,103.0,4187.0,102.0,4347.0,113.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ais1l,760,1165,1195,102.0,20022.0,995.0,24438.0,697.0,1068.0,5289.0,760.0,1593.0,8615.0,4425.0,102.0,21355.0,1045.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bjcu5,760,1165,114,102.0,871.0,24438.0,20645.0,161.0,824.0,685.0,2207.0,8615.0,979.0,102.0,20278.0,977.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scxd9,760,1593,8615,105.0,979.0,105.0,4729.0,694.0,760.0,1165.0,105.0,1126.0,105.0,5032.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
xgw9d,609,1433,709,25824.0,613.0,112.0,1195.0,2602.0,605.0,822.0,613.0,775.0,115.0,4599.0,104.0,8743.0,751.0,2475.0,1371.0,607.0,155.0,7513.0,102.0,603.0,15638.0,709.0,4212.0,606.0,4004.0,1126.0,3382.0,104.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kspbj,1001,1195,775,4117.0,1101.0,1243.0,775.0,102.0,4491.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wy7zh,1076,658,2971,106.0,4822.0,976.0,102.0,20022.0,977.0,735.0,164.0,8038.0,110.0,102.0,15881.0,1059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
